Year,Rank,Company,Revenues ($ millions),Profit ($ millions)
2002,260,Capital One Financial,"7,254.3",642.0
2002,261,Bank of New York Co.,"7,192.0","1,343.0"
2002,262,Crown Holdings,"7,187.0",-972.0
2002,263,EMC,"7,090.6",-507.7
2002,264,General Mills,"7,077.7",665.1
2002,265,AdvancePCS,"7,024.3",22.7
2002,266,Automatic Data Proc.,"7,017.6",924.7
2002,267,Safeco,"6,953.0",-989.2
2002,267,Yum Brands,"6,953.0",492.0
2002,269,PNC Financial Services,"6,921.0",377.0
2002,270,Newell Rubbermaid,"6,909.3",264.6
2002,271,KeySpan,"6,899.9",224.3
2002,272,Omnicom Group,"6,889.4",503.1
2002,273,Northeast Utilities,"6,873.8",243.5
2002,274,Plains All Amer. Pipeline,"6,868.2",44.2
2002,275,Meritor Automotive,"6,805.0",35.0
2002,276,ONEOK,"6,803.1",101.6
2002,277,Avaya,"6,793.0",-352.0
2002,278,Unocal,"6,752.0",615.0
2002,279,Interpublic Group,"6,726.8",-505.3
2002,280,Navistar International,"6,722.0",-23.0
2002,281,Centex,"6,710.7",282.0
2002,282,Campbell Soup,"6,664.0",649.0
2002,283,Fifth Third Bancorp,"6,506.3","1,093.8"
2002,284,First Data,"6,450.8",871.9
2002,285,Premcor,"6,417.5",153.0
2002,286,Lincoln National,"6,411.4",590.2
2002,287,Gannett,"6,344.2",831.2
2002,288,Sonic Automotive,"6,337.4",79.3
2002,289,Corning,"6,272.0","-5,498.0"
2002,290,Dean Foods,"6,230.1",109.8
2002,291,BB&T Corp.,"6,228.2",973.6
2002,292,United Auto Group,"6,220.7",44.7
2002,293,Norfolk Southern,"6,170.0",375.0
2002,294,Science Applications Intl.,"6,162.5",-558.7
2002,295,Paccar,"6,088.8",173.6
2002,296,Gateway,"6,079.5","-1,033.9"
2002,297,Saks,"6,070.6",0.3
2002,298,Lennar,"6,029.3",417.8
2002,299,Avista,"6,021.3",12.2
2002,300,Unisys,"6,018.1",-67.1
2002,301,Owens-Illinois,"6,013.3",356.6
2002,302,Avon Products,"5,994.5",430.0
2002,303,Parker Hannifin,"5,979.6",340.8
2002,304,NCR,"5,917.0",217.0
2002,305,Smithfield Foods,"5,899.9",223.5
2002,306,Rohm & Haas,"5,896.0",395.0
2002,307,Conectiv,"5,835.7",248.2
2002,308,ServiceMaster,"5,810.6",155.0
2002,309,PPL,"5,725.0",179.0
2002,310,Air Products & Chem.,"5,722.7",465.6
2002,311,Cummins,"5,681.0",-102.0
2002,312,Idacorp,"5,648.0",125.0
2002,313,State St. Corp.,"5,637.0",628.0
2002,314,Nordstrom,"5,634.1",124.7
2002,315,Caremark Rx,"5,614.0",177.3
2002,316,Allied Waste Industries,"5,565.3",58.5
2002,317,Southwest Airlines,"5,555.2",511.1
2002,318,Medtronic,"5,551.8","1,046.0"
2002,319,Providian Financial,"5,529.9",38.9
2002,320,VF,"5,518.8",137.8
2002,321,Federal-Mogul,"5,457.0","-1,001.5"
2002,322,Eastman Chemical,"5,384.0",-179.0
2002,323,Baker Hughes,"5,382.2",438.0
2002,324,Pulte Homes,"5,381.9",301.4
2002,325,Apple Computer,"5,363.0",-25.0
2002,326,Dollar General,"5,322.9",207.5
2002,327,Fortune Brands,"5,318.3",386.0
2002,328,R.R. Donnelley & Sons,"5,297.8",25.0
2002,329,IAC/Interactive,"5,284.8",383.6
2002,330,Charles Schwab,"5,281.0",199.0
2002,331,BJ's Wholesale Club,"5,279.7",82.3
2002,332,Ikon Office Solutions,"5,273.5",15.2
2002,333,Tribune,"5,253.4",111.1
2002,334,TransMontaigne,"5,223.2",11.3
2002,335,Tesoro,"5,217.8",88.0
2002,336,Praxair,"5,158.0",430.0
2002,337,American Family Ins. Grp.,"5,109.0",100.4
2002,338,Engelhard,"5,096.9",225.6
2002,339,Sherwin-Williams,"5,066.0",263.2
2002,340,Goodrich,"5,013.4",289.2
2002,341,Ryder System,"5,006.1",18.7
2002,342,CNF,"4,873.8",-394.6
2002,343,Barnes & Noble,"4,870.4",64.0
2002,344,Graybar Electric,"4,828.5",31.7
2002,345,Countrywide Financial,"4,819.0",374.2
2002,346,AutoZone,"4,818.2",175.5
2002,347,Mattel,"4,804.1",298.9
2002,348,RadioShack,"4,775.7",166.7
2002,349,Owens Corning,"4,762.0",39.0
2002,350,W.W. Grainger,"4,754.3",174.5
2002,351,Adams Resources & Engy.,"4,717.2",-4.6
2002,352,Pitney Bowes,"4,690.5",488.3
2002,353,Dole Food,"4,688.3",150.4
2002,354,ITT Industries,"4,675.7",276.7
2002,355,KB Home,"4,646.7",214.2
2002,356,McGraw-Hill,"4,645.5",377.0
2002,357,OfficeMax,"4,636.0",-295.8
2002,358,Caesars Entertainment,"4,631.0",-24.0
2002,359,Sierra Pacific Resources,"4,611.7",56.7
2002,360,Estee Lauder,"4,608.1",305.2
2002,361,Maytag,"4,563.6",47.7
2002,362,Hershey Foods,"4,557.2",207.2
2002,363,Pinnacle West Capital,"4,551.4",312.2
2002,364,Dover,"4,528.0",248.5
2002,365,Micron Technology,"4,515.7",-625.0
2002,366,Ameren,"4,505.9",468.5
2002,367,Murphy Oil,"4,478.5",330.9
2002,368,D.R. Horton,"4,455.5",257.0
2002,369,Willamette Industries,"4,453.9",248.8
2002,370,Quantum,"4,452.3",160.7
2002,371,Golden West Financial,"4,446.4",812.8
2002,372,Oxford Health Plans,"4,421.2",322.4
2002,373,Cablevision Systems,"4,404.5","1,007.7"
2002,374,HealthSouth,"4,380.5",202.4
2002,375,Foot Locker,"4,379.0",92.0
2002,376,Administaff,"4,373.2",10.4
2002,377,Black & Decker,"4,333.1",108.0
2002,378,Jabil Circuit,"4,330.7",118.5
2002,379,Mutual of Omaha Ins.,"4,327.6",47.5
2002,380,Rockwell Automation,"4,323.0",305.0
2002,381,Golden State Bancorp,"4,319.6",409.4
2002,382,Longs Drug Stores,"4,304.7",47.2
2002,383,Levi Strauss,"4,258.7",151.0
2002,384,Kelly Services,"4,256.9",16.5
2002,385,NorthWestern,"4,237.8",44.5
2002,386,Cooper Industries,"4,209.5",231.3
2002,387,Computer Assoc. Intl.,"4,198.0",-591.0
2002,388,Comerica,"4,196.9",709.6
2002,389,Temple-Inland,"4,172.0",109.0
2002,390,Lexmark International,"4,142.8",273.6
2002,391,Nucor,"4,139.2",113.0
2002,392,Hormel Foods,"4,124.1",182.4
2002,393,SPX,"4,114.3",173.0
2002,394,Leggett & Platt,"4,113.8",187.6
2002,395,Nash Finch,"4,107.4",21.3
2002,396,Jones Apparel Group,"4,073.1",236.2
2002,397,Cox Communications,"4,059.2",750.1
2002,398,Mellon Financial Corp.,"4,055.0","1,318.0"
2002,399,Sanmina-SCI,"4,054.0",40.4
2002,400,Regions Financial,"4,037.5",508.9
2002,401,Darden Restaurants,"4,021.2",197.0
2002,402,Pathmark Stores,"4,016.8",-231.9
2002,403,Amgen,"4,015.7","1,119.7"
2002,404,MGM Mirage,"4,009.6",169.8
2002,405,Brink's,"4,008.2",16.6
2002,406,Phelps Dodge,"4,002.4",-275.0
2002,407,Echostar Communications,"4,001.1",-215.5
2002,408,Group 1 Automotive,"3,996.4",55.4
2002,409,AK Steel Holding,"3,994.1",-92.4
2002,410,Autoliv,"3,991.0",47.9
2002,411,Westvaco,"3,983.6",88.2
2002,412,Encompass Services,"3,980.5",-51.1
2002,413,Starwood Hotels & Rsrts.,"3,967.0",145.0
2002,414,CDW,"3,961.5",168.7
2002,415,Jacobs Engineering Grp.,"3,957.0",87.8
2002,416,LTV,"3,956.0","-1,251.0"
2002,417,Charter Communications,"3,953.1","-1,177.7"
2002,418,American Financial Grp.,"3,947.6",-14.8
2002,419,York International,"3,930.7",46.0
2002,420,Wisconsin Energy,"3,928.5",219.0
2002,421,Constellation Energy,"3,928.0",90.9
2002,422,United Stationers,"3,925.9",57.0
2002,423,Clorox,"3,903.0",323.0
2002,424,Advanced Micro Devices,"3,891.8",-60.6
2002,425,Steelcase,"3,885.8",193.7
2002,426,Fidelity National Financial,"3,874.1",305.5
2002,427,Peter Kiewit Sons',"3,871.0",175.0
2002,428,FMC,"3,870.9",-337.7
2002,429,Owens & Minor,"3,815.0",23.0
2002,430,Avery Dennison,"3,803.3",243.2
2002,431,Maxtor,"3,797.0",-646.4
2002,432,Danaher,"3,782.4",297.7
2002,433,Energy East,"3,759.8",187.6
2002,434,NTL Europe,"3,754.9","-4,282.8"
2002,435,Becton Dickinson,"3,754.3",401.7
2002,436,Host Marriott,"3,754.0",51.0
2002,437,First American Corp.,"3,750.7",167.3
2002,438,SouthTrust Corp.,"3,741.8",554.5
2002,439,Pacific Life,"3,734.5",246.8
2002,440,Harrah's Entertainment,"3,709.0",209.0
2002,441,Ball,"3,686.1",-99.2
2002,442,Brunswick,"3,684.1",81.8
2002,443,Family Dollar Stores,"3,665.4",189.5
2002,444,Wesco International,"3,658.0",20.2
2002,445,Ames Dept. Stores,"3,648.2",-792.5
2002,446,Kerr-McGee,"3,638.0",486.4
2002,447,Quest Diagnostics,"3,627.8",162.3
2002,448,Smith International,"3,551.2",152.1
2002,449,Spartan Stores,"3,519.5",23.4
2002,450,USA Education,"3,515.1",384.0
2002,451,Interstate Bakeries,"3,496.5",61.1
2002,452,Roundy's,"3,451.5",N.A.
2002,453,SCANA,"3,451.0",539.0
2002,454,Liz Claiborne,"3,448.5",192.1
2002,455,Mohawk Industries,"3,445.9",188.6
2002,456,Adelphia Communications,"3,434.8",-586.8
2002,457,Big Lots,"3,433.3",-20.2
2002,458,Core-Mark International,"3,425.0",17.5
2002,459,Emcor Group,"3,419.9",50.0
2002,460,Foster Wheeler,"3,396.8",-263.1
2002,461,Borders Group,"3,387.9",87.4
2002,462,ShopKo Stores,"3,387.0",28.2
2002,463,AmSouth Bancorp.,"3,382.8",536.3
2002,464,Puget Energy,"3,374.0",106.8
2002,465,Tenneco Automotive,"3,364.0",-130.0
2002,466,Harley-Davidson,"3,363.4",437.7
2002,467,Western Gas Resources,"3,355.0",95.6
2002,468,Bethlehem Steel,"3,334.3","-1,949.6"
2002,469,Jefferson-Pilot,"3,332.3",537.4
2002,470,Burlington Resources,"3,326.0",561.0
2002,471,Allmerica Financial,"3,311.8",-3.1
2002,472,USG,"3,296.0",16.0
2002,473,Yellow Roadway,"3,276.7",15.3
2002,474,Northern Trust Corp.,"3,261.5",487.5
2002,475,Thrivent Financial for Lutherans,"3,257.8",65.1
2002,476,Performance Food Group,"3,237.2",43.6
2002,477,JDS Uniphase,"3,232.8","-56,121.9"
2002,478,Lyondell Chemical,"3,226.0",-150.0
2002,479,Airborne,"3,211.1",-19.5
2002,480,Comdisco Holding,"3,202.0",-272.0
2002,481,NSTAR,"3,191.8",3.2
2002,482,OGE Energy,"3,182.4",100.6
2002,483,Staff Leasing,"3,180.0",-15.6
2002,484,Enterprise Products,"3,179.7",242.2
2002,485,Whitman,"3,170.7",18.9
2002,486,Cooper Tire & Rubber,"3,154.7",18.2
2002,487,Coventry Health Care,"3,147.2",84.4
2002,488,Anixter International,"3,144.2",30.3
2002,489,Union Planters Corp.,"3,143.8",443.6
2002,490,Armstrong Holdings,"3,135.4",92.8
2002,491,Equity Office Properties,"3,130.1",618.2
2002,492,Amazon.Com,"3,122.4",-567.3
2002,493,Lennox International,"3,119.7",-42.4
2002,494,American Axle & Mfg.,"3,107.2",114.9
2002,495,C.H. Robinson Worldwide,"3,090.1",84.0
2002,496,Kindred Healthcare,"3,081.4",523.6
2002,497,Devon Energy,"3,075.0",103.0
2002,498,Sealed Air,"3,067.5",156.7
2002,499,Hilton Hotels,"3,050.0",166.0
2002,500,New York Times,"3,042.5",444.7
2003,1,Wal-Mart Stores,"246,525.0","8,039.0"
2003,2,General Motors,"186,763.0","1,736.0"
2003,3,Exxon Mobil,"182,466.0","11,460.0"
2003,4,Ford Motor,"163,630.0",-980.0
2003,5,General Electric,"131,698.0","14,118.0"
2003,6,Citigroup,"100,789.0","15,276.0"
2003,7,ChevronTexaco,"92,043.0","1,132.0"
2003,8,Intl. Business Machines,"83,132.0","3,579.0"
2003,9,American Intl. Group,"67,722.8","5,518.9"
2003,10,Verizon Communications,"67,625.0","4,079.0"
2003,11,Altria Group,"62,182.0","11,102.0"
2003,12,ConocoPhillips,"58,394.0",-295.0
2003,13,Home Depot,"58,247.0","3,664.0"
2003,14,Hewlett-Packard,"56,588.0",-903.0
2003,15,Boeing,"54,069.0",492.0
2003,16,Fannie Mae,"52,901.1","4,618.8"
2003,17,Merck,"51,790.3","7,149.5"
2003,18,Kroger,"51,759.5","1,204.9"
2003,19,Cardinal Health,"51,135.7","1,056.2"
2003,20,McKesson,"50,006.0",418.6
2003,21,State Farm Insurance Cos,"49,653.7","-2,795.5"
2003,22,AT&T,"46,727.0","-13,082.2"
2003,23,Bank of America Corp.,"45,732.0","9,249.0"
2003,24,AmerisourceBergen,"45,234.8",344.9
2003,25,Target,"43,917.0","1,654.0"
2003,26,J.P. Morgan Chase & Co.,"43,372.0","1,663.0"
2003,27,SBC Communications,"43,138.0","5,653.0"
2003,28,Berkshire Hathaway,"42,353.0","4,286.0"
2003,29,Time Warner,"41,780.0","-98,696.0"
2003,30,Sears Roebuck,"41,366.0","1,376.0"
2003,31,Procter & Gamble,"40,238.0","4,352.0"
2003,32,Freddie Mac,"39,663.0","5,764.0"
2003,33,Costco Wholesale,"38,762.5",700.0
2003,34,Johnson & Johnson,"36,298.0","6,597.0"
2003,35,Albertson's,"35,916.0",485.0
2003,36,Dell,"35,404.0","2,122.0"
2003,37,Pfizer,"35,281.0","9,126.0"
2003,38,MetLife,"34,055.0","1,605.0"
2003,39,Kmart Holding,"32,765.0","-3,691.0"
2003,40,Morgan Stanley,"32,415.0","2,988.0"
2003,41,Safeway,"32,399.2",-828.1
2003,42,J.C. Penney,"32,347.0",405.0
2003,43,United Parcel Service,"31,272.0","3,182.0"
2003,44,Allstate,"29,579.0","1,134.0"
2003,45,Walgreen,"28,681.1","1,019.2"
2003,46,Wells Fargo,"28,473.0","5,434.0"
2003,47,Microsoft,"28,365.0","7,829.0"
2003,48,Merrill Lynch,"28,253.0","2,513.0"
2003,49,United Technologies,"28,212.0","2,236.0"
2003,50,ConAgra Foods,"27,629.6",783.0
2003,51,Dow Chemical,"27,609.0",-338.0
2003,52,Marathon Oil,"27,470.0",516.0
2003,53,Delphi,"27,427.0",343.0
2003,54,Sprint,"27,180.0",630.0
2003,55,Valero Energy,"26,976.3",91.5
2003,56,Lockheed Martin,"26,806.0",500.0
2003,57,Prudential Financial,"26,797.0",194.0
2003,58,Intel,"26,764.0","3,117.0"
2003,59,Motorola,"26,679.0","-2,485.0"
2003,60,Lowe's,"26,490.9","1,471.5"
2003,61,Walt Disney,"25,329.0","1,236.0"
2003,62,PepsiCo,"25,112.0","3,313.0"
2003,63,UnitedHealth Group,"25,020.0","1,352.0"
2003,64,International Paper,"24,976.0",-880.0
2003,65,New York Life Insurance,"24,720.7",423.5
2003,66,Viacom,"24,605.7",725.7
2003,67,DuPont,"24,522.0","-1,103.0"
2003,68,CVS,"24,181.5",716.6
2003,69,American Express,"23,807.0","2,671.0"
2003,70,Wachovia Corp.,"23,591.0","3,579.0"
2003,71,Archer Daniels Midland,"23,453.6",511.1
2003,72,Tyson Foods,"23,367.0",383.0
2003,73,Sysco,"23,350.5",679.8
2003,74,Georgia-Pacific,"23,271.0",-735.0
2003,75,Goldman Sachs Group,"22,854.0","2,114.0"
2003,76,Ingram Micro,"22,459.3",-275.2
2003,77,BellSouth,"22,440.0","1,423.0"
2003,78,Honeywell Intl.,"22,274.0",-220.0
2003,79,Bank One Corp.,"22,171.0","3,295.0"
2003,80,Electronic Data Systems,"21,782.0","1,116.0"
2003,81,Supervalu,"20,908.5",198.3
2003,82,Alcoa,"20,618.0",420.0
2003,83,FedEx,"20,607.0",710.0
2003,84,Mass. Mutual Life Ins.,"20,247.1","1,430.0"
2003,85,Caterpillar,"20,152.0",798.0
2003,86,Johnson Controls,"20,103.4",600.5
2003,87,Cigna,"19,915.0",-398.0
2003,88,Aetna,"19,878.7","-2,522.5"
2003,89,TIAA-CREF,"19,791.0",-136.8
2003,90,HCA,"19,729.0",833.0
2003,91,Best Buy,"19,597.0",570.0
2003,92,Coca-Cola,"19,564.0","3,050.0"
2003,93,AutoNation,"19,478.5",381.6
2003,94,Washington Mutual,"19,037.0","3,896.0"
2003,95,Cisco Systems,"18,915.0","1,893.0"
2003,96,Weyerhaeuser,"18,521.0",241.0
2003,97,Visteon,"18,395.0",-352.0
2003,98,Bristol-Myers Squibb,"18,119.0","1,895.0"
2003,99,Northrop Grumman,"17,837.0",64.0
2003,100,Abbott Laboratories,"17,684.7","2,793.7"
2003,101,Sara Lee,"17,628.0","1,010.0"
2003,102,Fleming,"17,561.5",-83.8
2003,103,WellPoint Health Networks,"17,338.5",703.1
2003,104,AMR,"17,299.0","-3,511.0"
2003,105,Raytheon,"16,962.0",-587.0
2003,106,Pharmacia,"16,929.0",597.0
2003,107,Loews,"16,898.0",940.9
2003,108,Coca-Cola Enterprises,"16,889.0",494.0
2003,109,Lehman Brothers Hldgs.,"16,781.0","1,031.0"
2003,110,3M,"16,332.0","1,974.0"
2003,111,Nationwide,"15,949.3",172.3
2003,112,Publix Super Markets,"15,930.6",632.4
2003,113,Northwestern Mutual,"15,916.4",158.0
2003,114,Hartford Financial Services,"15,907.0","1,000.0"
2003,115,FleetBoston Financial,"15,868.0","1,188.0"
2003,116,Xerox,"15,849.0",91.0
2003,117,Tech Data,"15,738.9",-199.8
2003,118,Duke Energy,"15,663.0","1,034.0"
2003,119,AT&T Wireless Services,"15,632.0","-2,324.0"
2003,120,American Electric Power,"15,583.0",-519.0
2003,121,Qwest Communications,"15,487.0","-35,913.0"
2003,122,Federated Dept. Stores,"15,435.0",818.0
2003,123,U.S. Bancorp,"15,422.3","3,289.2"
2003,124,McDonald's,"15,405.7",893.5
2003,125,Rite Aid,"15,171.1",-827.7
2003,126,Exelon,"14,955.0","1,440.0"
2003,127,Household International,"14,671.6","1,557.8"
2003,128,Wyeth,"14,584.0","4,447.2"
2003,129,Liberty Mutual Ins. Group,"14,544.0",508.0
2003,130,Gap,"14,454.7",477.5
2003,131,Lear,"14,424.6",13.0
2003,132,UAL,"14,286.0","-3,212.0"
2003,133,Cendant,"14,243.0",846.0
2003,134,TXU,"14,086.0","-4,210.0"
2003,135,Deere,"13,947.0",319.2
2003,136,Tenet Healthcare,"13,913.0",785.0
2003,137,General Dynamics,"13,863.0",917.0
2003,138,Emerson Electric,"13,824.0",122.0
2003,139,Goodyear Tire & Rubber,"13,792.2",-174.6
2003,140,PG&E Corp.,"13,784.0",-874.0
2003,141,Lucent Technologies,"13,568.0","-11,753.0"
2003,142,Anheuser-Busch,"13,566.4","1,933.8"
2003,143,Kimberly-Clark,"13,566.3","1,674.6"
2003,144,May Dept. Stores,"13,491.0",542.0
2003,145,Delta Air Lines,"13,305.0","-1,272.0"
2003,146,Wellpoint,"13,282.3",549.1
2003,147,Express Scripts,"13,187.4",202.8
2003,148,AdvancePCS,"13,107.3",115.7
2003,149,Winn-Dixie Stores,"12,942.9",86.9
2003,150,Eastman Kodak,"12,841.0",770.0
2003,151,Circuit City Stores,"12,791.5",218.8
2003,152,El Paso,"12,616.0",644.0
2003,153,Halliburton,"12,572.0",-984.0
2003,154,Sunoco,"12,550.0",-47.0
2003,155,Sun Microsystems,"12,496.0",-587.0
2003,156,Union Pacific,"12,491.0","1,341.0"
2003,157,Comcast,"12,460.0",-274.0
2003,158,Solectron,"12,276.2","-3,110.2"
2003,159,FirstEnergy,"12,152.0",629.3
2003,160,Cinergy,"11,990.1",360.6
2003,161,TJX,"11,981.2",578.4
2003,162,Amerada Hess,"11,932.0",-218.0
2003,163,Edison International,"11,838.0","1,077.0"
2003,164,Reliant Energy,"11,653.7",-12.6
2003,165,Staples,"11,596.1",446.1
2003,166,Office Depot,"11,437.5",310.7
2003,167,Computer Sciences,"11,426.0",344.1
2003,168,Toys `R` Us,"11,305.0",229.0
2003,169,Humana,"11,261.2",142.8
2003,170,PacifiCare Health Sys.,"11,156.5",-757.8
2003,171,Waste Management,"11,142.0",822.0
2003,172,Eli Lilly,"11,077.5","2,707.9"
2003,173,Whirlpool,"11,016.0",-394.0
2003,174,Textron,"10,658.0",-124.0
2003,175,Marriott International,"10,619.0",277.0
2003,176,Manpower,"10,610.9",113.2
2003,177,Southern,"10,549.0","1,318.0"
2003,178,Marsh & McLennan,"10,440.0","1,365.0"
2003,179,MBNA,"10,430.9","1,766.0"
2003,180,Xcel Energy,"10,341.0","-2,006.0"
2003,181,AES,"10,332.0","-3,509.0"
2003,182,Dana,"10,283.0",-182.0
2003,183,AFLAC,"10,257.0",821.0
2003,184,Dominion Resources,"10,218.0","1,362.0"
2003,185,Health Net,"10,201.5",228.6
2003,186,Fluor,"10,190.0",163.6
2003,187,Schering-Plough,"10,180.0","1,974.0"
2003,188,Nike,"9,893.0",663.3
2003,189,Illinois Tool Works,"9,812.2",712.6
2003,190,Oracle,"9,673.0","2,224.0"
2003,191,Capital One Financial,"9,647.6",899.6
2003,192,UnumProvident,"9,560.4",367.0
2003,193,Northwest Airlines,"9,489.0",-798.0
2003,194,H.J. Heinz,"9,431.0",833.9
2003,195,Masco,"9,419.4",589.7
2003,196,Williams,"9,390.8",-754.7
2003,197,Progressive,"9,294.4",667.3
2003,198,Colgate-Palmolive,"9,294.3","1,288.3"
2003,199,USAA,"9,221.9",500.3
2003,200,Pepsi Bottling,"9,216.0",428.0
2003,201,Dean Foods,"9,213.4",175.4
2003,202,Limited Brands,"9,152.9",501.7
2003,203,Chubb,"9,140.3",222.9
2003,204,Kohl's,"9,120.3",643.4
2003,205,Burlington No. Santa Fe,"8,979.0",760.0
2003,206,Avnet,"8,920.2",-664.9
2003,207,St. Paul Travelers Cos.,"8,917.7",217.8
2003,208,John Hancock Financial Svcs.,"8,910.7",516.2
2003,209,Countrywide Financial,"8,875.2",841.8
2003,210,Principal Financial,"8,868.3",142.3
2003,211,Public Service Enterprise Group,"8,829.0",245.0
2003,212,Aon,"8,822.0",466.0
2003,213,Aramark,"8,769.8",269.9
2003,214,Sanmina-SCI,"8,761.6","-2,696.8"
2003,215,National City Corp.,"8,727.9","1,593.6"
2003,216,Nextel Communications,"8,721.0","1,386.0"
2003,217,Consolidated Edison,"8,481.9",658.5
2003,218,Gillette,"8,453.0","1,216.0"
2003,219,Clear Channel Communications,"8,421.1","-16,053.7"
2003,220,Continental Airlines,"8,402.0",-451.0
2003,221,Plains All Amer. Pipeline,"8,384.2",65.3
2003,222,Baxter International,"8,384.0",778.0
2003,223,Texas Instruments,"8,383.0",-344.0
2003,224,Entergy,"8,305.0",623.1
2003,225,Kellogg,"8,304.1",720.9
2003,226,FPL Group,"8,280.0",473.0
2003,227,Genuine Parts,"8,258.9",-27.6
2003,228,Progress Energy,"8,244.9",528.4
2003,229,Dillard's,"8,233.9",-398.4
2003,230,Smurfit-Stone Container,"8,209.0",65.0
2003,231,CSX,"8,152.0",424.0
2003,232,Guardian Life of America,"8,136.1",-462.6
2003,233,PPG Industries,"8,067.0",-69.0
2003,234,Alltel,"7,983.4",924.3
2003,235,General Mills,"7,949.0",458.0
2003,236,CenterPoint Energy,"7,922.5","-3,920.2"
2003,237,CHS,"7,845.2",N.A.
2003,238,American Standard,"7,795.4",371.0
2003,239,Ashland,"7,792.0",117.0
2003,240,Yum Brands,"7,757.0",583.0
2003,241,Centex,"7,748.4",382.2
2003,242,First Data,"7,636.2","1,237.9"
2003,243,Farmland Industries,"7,580.2",N.A.
2003,244,United Auto Group,"7,576.5",62.2
2003,245,Arrow Electronics,"7,570.7",-610.5
2003,246,Calpine,"7,551.4",118.6
2003,247,Omnicom Group,"7,536.3",643.5
2003,248,SunTrust Banks,"7,526.9","1,331.8"
2003,249,MeadWestvaco,"7,489.0",-389.0
2003,250,Pulte Homes,"7,471.8",453.6
2003,251,Newell Rubbermaid,"7,453.9",-203.4
2003,252,Occidental Petroleum,"7,429.0",989.0
2003,253,Sonic Automotive,"7,414.6",106.6
2003,254,OfficeMax,"7,412.3",11.3
2003,255,Smithfield Foods,"7,356.1",196.9
2003,256,Lennar,"7,319.8",545.1
2003,257,Paccar,"7,218.6",372.0
2003,258,Eaton,"7,209.0",281.0
2003,259,Mirant,"7,125.0",-197.0
2003,260,Safeco,"7,065.1",301.1
2003,261,Automatic Data Proc.,"7,004.3","1,100.8"
2003,262,US Airways Group,"6,977.0","-1,646.0"
2003,263,Tesoro,"6,952.3",-117.0
2003,264,United States Steel,"6,949.0",61.0
2003,265,Bear Stearns,"6,890.8",878.3
2003,266,ArvinMeritor,"6,882.0",107.0
2003,267,Caremark Rx,"6,805.3",781.4
2003,268,Crown Holdings,"6,792.0","-1,205.0"
2003,269,Premcor,"6,772.8",-127.1
2003,270,DTE Energy,"6,749.0",632.0
2003,271,D.R. Horton,"6,738.8",404.7
2003,272,CMS Energy,"6,676.0",199.0
2003,273,NiSource,"6,525.0",372.5
2003,274,Navistar International,"6,513.0",-536.0
2003,275,Gannett,"6,422.2","1,160.1"
2003,276,Medtronic,"6,410.8",984.0
2003,277,PNC Financial Services,"6,369.0","1,184.0"
2003,278,Fifth Third Bancorp,"6,323.5","1,634.7"
2003,279,Norfolk Southern,"6,270.0",460.0
2003,280,Avon Products,"6,228.3",534.6
2003,281,Reynolds American,"6,211.0",-44.0
2003,282,Interpublic Group,"6,203.6",99.5
2003,283,Parker Hannifin,"6,149.1",130.2
2003,284,Conseco,"6,147.8","-6,204.0"
2003,285,KeyCorp,"6,135.0",976.0
2003,286,Campbell Soup,"6,133.0",525.0
2003,287,BB&T Corp.,"6,126.5","1,303.0"
2003,288,Science Applications Intl.,"6,104.4",7.5
2003,289,Dollar General,"6,100.4",264.9
2003,290,KeySpan,"6,086.8",377.7
2003,291,Sempra Energy,"6,020.0",591.0
2003,292,Agilent Technologies,"6,010.0","-1,032.0"
2003,293,Nordstrom,"5,975.1",90.2
2003,294,Saks,"5,911.1",24.2
2003,295,BJ's Wholesale Club,"5,901.8",130.9
2003,296,Cummins,"5,853.0",73.0
2003,297,Land O'Lakes,"5,847.0",N.A.
2003,298,Owens-Illinois,"5,760.1",-460.2
2003,299,Bank of New York Co.,"5,756.0",902.0
2003,300,Apple Computer,"5,742.0",65.0
2003,301,Rohm & Haas,"5,727.0",-570.0
2003,302,Thrivent Financial for Lutherans,"5,618.0",-345.9
2003,303,Unisys,"5,607.4",223.0
2003,304,NCR,"5,585.0",-220.0
2003,305,Amgen,"5,523.0","-1,391.9"
2003,306,Southwest Airlines,"5,521.8",241.0
2003,307,Allied Waste Industries,"5,517.3",215.1
2003,308,EMC,"5,438.4",-118.7
2003,309,PPL,"5,429.0",208.0
2003,310,Federal-Mogul,"5,422.4","-1,628.9"
2003,311,Air Products & Chem.,"5,401.2",525.4
2003,312,Tribune,"5,384.4",443.0
2003,313,Fortune Brands,"5,366.6",525.6
2003,314,AutoZone,"5,325.5",428.1
2003,315,Eastman Chemical,"5,320.0",61.0
2003,316,Unocal,"5,297.0",331.0
2003,317,CIT Group,"5,275.1","-6,698.7"
2003,318,Barnes & Noble,"5,269.3",99.9
2003,319,IAC/Interactive,"5,214.7","1,936.0"
2003,320,Baker Hughes,"5,207.5",168.9
2003,321,Sherwin-Williams,"5,184.8",127.6
2003,322,VF,"5,181.5",-154.5
2003,323,American Family Ins. Grp.,"5,144.7",58.2
2003,324,Praxair,"5,128.0",409.0
2003,325,WellChoice,"5,105.6",376.5
2003,326,Fidelity National Financial,"5,082.6",531.7
2003,327,Applied Materials,"5,062.3",269.0
2003,328,SPX,"5,045.8",127.5
2003,329,Cox Communications,"5,038.6",-274.0
2003,330,Northeast Utilities,"5,034.9",152.1
